type,status,isSend,content,content2,talkerId
1,3,0,q32444005,按,1569
1,2,1,茅台还是拉菲,,1569
1,3,0,kuaful,海之蓝,1569
1048625,2,1,"<msg><appmsgappid=""""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>22982</totallen><attachid>0",0,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,体育频道主持太平,1569
1,3,0,kuaful,东亚病夫,1569
1,2,1,老公,,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,野战军,1569
43,3,0,kuaful,0,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,这组图片怎么流出去的？,1569
1,3,0,kuaful,先告诉我谁发给你的,1569
1,2,1,浪,,1569
1,3,0,kuaful,才能查,1569
1,2,1,你又怎么有的,,1569
3,3,0,wxid_1252782525412,,1569
1,2,1,嗯晓得,,1569
1,2,1,玲玲发你的是啊,,1569
1,3,0,q32444005,浪,1569
1,3,0,q32444005,嗯什呢都没说,1569
1,3,0,kuaful,跟我们还隐瞒什么,1569
1,3,0,kuaful,骚丙,1569
1,2,1,烧饼,,1569
3,3,0,kuaful,,1569
1,2,1,一个人,,1569
1,2,1,看过电影,,1569
3,2,1,,,1569
1,2,1,找亮点,,1569
1,3,0,q32444005,浪,1569
1,3,0,wxid_1252782525412,昨天国足赢了,1569
1,3,0,wxid_1252782525412,跟我们多少还是有点关系,1569
1,2,1,跟你有什么关系关系,,1569
3,2,1,,,1569
1,2,1,牛逼哄哄,,1569
3,2,1,,,1569
1,2,1,2014613,,1569
1,2,1,9,,1569
1,2,1,我们第一次相遇,,1569
10000,4,0,你修改群名为“20140613”,,1569
1,3,0,wxid_1252782525412,浪,1569
1,2,1,可以定纪念日了,,1569
1,2,1,每逢佳节倍思亲,,1569
1,3,0,q32444005,今天不走，纪念哈子,1569
1,2,1,浪,,1569
1,2,1,下周二,,1569
1,3,0,q32444005,浪,1569
3,2,1,,,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,？,1569
1,2,1,有人作弊,,1569
1,2,1,@我要去西藏?放心最后钱不到你卡里,,1569
1,2,1,内部操作,,1569
1,3,0,q32444005,他是移动话费，肯定到不了我这边,1569
1,3,0,q32444005,今天不走了，@我爱周星驰?过来看球啊,1569
1,2,1,今天没球,,1569
1,3,0,q32444005,教我看球,1569
1,3,0,kuaful,柳盐球迷,1569
1,3,0,q32444005,晚上看球啊,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,哪有球赛喔,1569
1,3,0,q32444005,??,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,你周末不回去啊,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,按,1569
1,3,0,wxid_1252782525412,高级,1569
1,3,0,kuaful,鹅,1569
1,3,0,wxid_1252782525412,可以考虑,1569
1,3,0,q32444005,被你们鸽子放多了,1569
1,3,0,kuaful,@我要去西藏?穿清爽些个,1569
1,3,0,q32444005,嗯呐,1569
1,3,0,kuaful,有工牌啊？,1569
1,3,0,kuaful,往胸口别别,1569
47,3,0,q32444005,0,1569
3,2,1,,,1569
1,2,1,公务员架子大,,1569
1,3,0,kuaful,浪,1569
1,2,1,看看那个时候,,1569
1,2,1,大家都纯真,,1569
1,2,1,全啤酒,,1569
1,2,1,多好,,1569
3,2,1,,,1569
1,2,1,@我要去西藏?@小心我来了?,,1569
1,3,0,kuaful,什么时候哒,1569
1,2,1,可能是14年底到15年初,,1569
43,2,1,wxid_0mkad3zxhnsr22,7,1569
1,3,0,kuaful,是不是白酒喝完了已经,1569
1,2,1,要视频的举手,,1569
1,2,1,,,1569
1,3,0,kuaful,心晚上在杭州啊,1569
1,2,1,@我是如此想小心?不太像,,1569
1,3,0,kuaful,??,1569
48,2,1,"<msg><locationx=""30.308950424194336""y=""120.07568359375""scale=""16""label=""西湖区紫金创业园北60米(留石快速路南)""poiname=""[位置]""infourl=""""maptype=""0""/></msg>",,1569
1,2,1,@我是如此想小心?这个同学发包,,1569
1,3,0,kuaful,去东站了？,1569
1,2,1,安,,1569
436207665,3,0,kuaful,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了黄亮的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709017021162068153&sign=0e78210744923679166bb854fdc4ffc9dc6272b296473e256856cadd2083bb7e23d657aff586b86b0a6fe0eb474bfcb7e1da842ffa4833e8c7bc3f800cc2c7ba555f7278da925c00630e778ce810548d1cedac5c928860ad867d38eaf387a6f7&ver=6"">红包</_wc_custom_link_>",1569
1,2,1,下周二约还是不约呢,,1569
1,3,0,kuaful,下周二什么梗,1569
1,2,1,@我是如此想小心?他们2个地主包还没给,,1569
1,2,1,@我是如此想小心?国足有没有奇迹,,1569
43,3,0,kuaful,6,1569
1,2,1,浪,,1569
1,2,1,前头哪个哦,,1569
1,2,1,还有很多视频,,1569
1,2,1,等待有缘人,,1569
1,2,1,拆封,,1569
1,2,1,逼样的,,1569
1,2,1,三人组,,1569
1,2,1,三个人,,1569
1,2,1,真没人说话嘛,,1569
1,2,1,心拔凉拔凉拔凉拔凉,,1569
1,3,0,q32444005,带你暖暖,1569
1,3,0,wxid_1252782525412,浪妈,1569
1,3,0,kuaful,怎么说,1569
1,3,0,wxid_1252782525412,撤,1569
1,3,0,wxid_1252782525412,阿三,1569
1,3,0,kuaful,嗯,1569
1,3,0,kuaful,马等他们结束,1569
1,3,0,kuaful,@我爱周星驰?心到了吗,1569
43,3,0,kuaful,6,1569
1,2,1,浪,,1569
43,3,0,q32444005,5,1569
1,2,1,嘴直抹,,1569
3,3,0,q32444005,,1569
1,2,1,浪,,1569
1,2,1,浪,,1569
1,3,0,kuaful,今天打车费160,1569
1,2,1,红包通通把你，够了,,1569
1,2,1,看不下去了,,1569
1,3,0,kuaful,@我爱周星驰?包,1569
1,2,1,@我是如此想小心?他们欠的地主包,,1569
1,2,1,通通债权给你,,1569
1,2,1,满足啊,,1569
1048625,2,1,"<msg><appmsgappid=""""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>65842</totallen><attachid>0",0,1569
1,2,1,乖乖,,1569
3,3,0,kuaful,,1569
1,3,0,q32444005,不像小博,1569
1,3,0,kuaful,@小心我来了?哦豁备好了吗,1569
1,3,0,wxid_1252782525412,晚上定哪阔了？,1569
1,3,0,kuaful,宝龙,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,kuaful,这么六点半见面,1569
1,3,0,kuaful,我爱你??,1569
1,3,0,wxid_1252782525412,一嘎嘎商量的余地么得嘛,1569
10000,3,0,simmon撤回了一条消息,,1569
1,3,0,kuaful,好山好水好地方条条大路都宽畅朋友来了有好酒若是那豺狼来了迎接它的有猎枪,1569
1,3,0,wxid_1252782525412,五粮液起步请,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,@我爱周星驰?认识吗,1569
1,3,0,kuaful,@小心我来了?真把你惯死了,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,wxid_1252782525412,,1569
1,2,1,@我要去西藏?哪个哦,,1569
1048625,2,1,"<msg><appmsgappid=""""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>22982</totallen><attachid>0",0,1569
1,3,0,q32444005,王雪俊，听说过吗,1569
1,3,0,kuaful,@小心我来了?为什么这么贵,1569
1,2,1,@我要去西藏?额,,1569
1,2,1,好像没有,,1569
1,3,0,kuaful,年份不同？@小心我来了?,1569
1,3,0,wxid_1252782525412,14年的,1569
1,3,0,wxid_1252782525412,还有是2斤装的,1569
1,3,0,wxid_1252782525412,3680是两斤装的,1569
1,3,0,wxid_1252782525412,价格怎么样,1569
1,3,0,kuaful,太贵了,1569
1,3,0,kuaful,今晚换剑南春,1569
1,3,0,wxid_1252782525412,不行,1569
1048625,2,1,"<msg><appmsgappid=""""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>147580</totallen><attachid>0",0,1569
1,2,1,(⊙o⊙)?,,1569
1,2,1,什么大事哦,,1569
1,3,0,wxid_1252782525412,@我是如此想小心?嗯现在从印象城出发，4人,1569
1,3,0,kuaful,好的,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,养精蓄锐是滴啊,1569
1,3,0,kuaful,你先去找个地方,1569
1,3,0,kuaful,宝龙成,1569
1,3,0,kuaful,经济实惠,1569
1,3,0,kuaful,安静的,1569
1,2,1,浪,,1569
1,2,1,你们做的什么鬼额,,1569
1,3,0,wxid_1252782525412,你来找,1569
1,3,0,wxid_1252782525412,嗯不熟悉,1569
1,3,0,kuaful,你先逛逛,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,@小心我来了?巴国布衣怎么样,1569
1,3,0,wxid_1252782525412,可以,1569
1,3,0,wxid_1252782525412,川菜,1569
3,2,1,,,1569
1,3,0,kuaful,@小心我来了?排位置,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,kuaful,十个人,1569
3,3,0,wxid_1252782525412,,1569
1048625,2,1,"<msg><appmsgappid=""""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>147580</totallen><attachid>0",0,1569
43,3,0,wxid_1252782525412,10,1569
1048625,2,1,"<msg><appmsgappid=""""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>147580</totallen><attachid>0",0,1569
43,2,1,wxid_0mkad3zxhnsr22,5,1569
1,3,0,wxid_1252782525412,富二代,1569
1,3,0,wxid_1252782525412,@我是如此想小心?多久到,1569
1,2,1,鸽子？,,1569
43,2,1,wxid_0mkad3zxhnsr22,4,1569
1,2,1,嗯先吃,,1569
1,2,1,你们慢慢等,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,来了,1569
1,3,0,wxid_1252782525412,菜点好了,1569
1,3,0,wxid_1252782525412,到哪里了,1569
3,3,0,wxid_1252782525412,,1569
1,2,1,保重今天下血本了,,1569
10000,2,0,你撤回了一条消息,,1569
47,2,1,wxid_0mkad3zxhnsr22,1.50E+12,1569
43,3,0,kuaful,7,1569
1,2,1,浪,,1569
1,2,1,东子呢,,1569
1,2,1,认,,1569
436207665,2,1,"<msg><appmsgappid=""""sdkver=""""><des><![CDATA[我给你发了一个红包，赶紧去拆!祝：恭喜发财，大吉大利！]]></des><url><![CDATA[https",//wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000039501201709027027584781234]]></url><type><![CDATA[2001]]></type><title><![CDATA[微信红包]]></title><thumburl><![CDATA[http,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了哈哈哈的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709027027584781234&sign=&ver=0"">红包</_wc_custom_link_>",1569
1,2,1,兔兔去杭州干什么的啊,,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,q32444005,怎么没看到果粒橙,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,wxid_1252782525412,两壶起步,1569
1,3,0,q32444005,浪,1569
1,3,0,wxid_1252782525412,已被稀释成3度大富豪,1569
1,2,1,浪,,1569
1,2,1,@我要去西藏?西瓜汁,,1569
1,3,0,wxid_1252782525412,头省疼,1569
1,3,0,q32444005,嗯也是,1569
1,3,0,kuaful,嗯也是,1569
1,3,0,kuaful,假酒,1569
1,3,0,q32444005,嗯也是,1569
1,3,0,kuaful,刚全扔得了,1569
1,3,0,wxid_1252782525412,呀里空调吹了饿着,1569
1,3,0,wxid_1252782525412,跟酒无关,1569
1,3,0,kuaful,已经没办法了,1569
1,3,0,kuaful,抱歉,1569
1,3,0,wxid_1252782525412,拜丝,1569
1,3,0,wxid_1252782525412,如此处理合民意,1569
1,3,0,kuaful,不愧是十大奸臣,1569
1,3,0,wxid_1252782525412,游泳????,1569
1,2,1,听不懂了,,1569
1,2,1,还没有起来嘛，各位,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,亲子狂魔的日常,1569
1,2,1,丫头不丑啊,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,你们做尼呢,1569
1,3,0,kuaful,请问,1569
1,3,0,kuaful,一个个的,1569
3,3,0,q32444005,,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,q32444005,人刚刚到家，才吃过,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,昨晚在杭州嗲,1569
1,3,0,q32444005,按,1569
268435505,3,0,q32444005,,1569
3,2,1,,,1569
1,2,1,啊,,1569
1,3,0,kuaful,汽车总动员啊,1569
1,2,1,安,,1569
1,3,0,kuaful,据说南京富二代圈子流行看这个,1569
1,3,0,kuaful,终于得到证实,1569
3,2,1,,,1569
1,2,1,这些富一代,,1569
3,2,1,,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,孤独的我,1569
1,2,1,密室逃脱,,1569
3,3,0,kuaful,,1569
3,2,1,,,1569
3,3,0,q32444005,,1569
3,2,1,,,1569
3,2,1,,,1569
3,2,1,,,1569
3,3,0,kuaful,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,莲花碗,1569
1,3,0,q32444005,今天又加班啊,1569
1,3,0,wxid_1252782525412,今天又借加班之名啊,1569
1,3,0,q32444005,浪，太直接了,1569
1,3,0,kuaful,??,1569
1,3,0,kuaful,人真加班,1569
1,2,1,要反过来听,,1569
1,3,0,wxid_1252782525412,一个真字,1569
1,3,0,wxid_1252782525412,全明白,1569
1,2,1,大家都是懂球帝,,1569
1,2,1,都懂,,1569
43,3,0,kuaful,8,1569
1,2,1,杯子可以洗洗了,,1569
1,3,0,kuaful,实在忙不过来,1569
43,3,0,kuaful,7,1569
1,3,0,kuaful,笑死了,1569
1,3,0,kuaful,恩就欢喜打人脸,1569
1,3,0,kuaful,两大奸臣不说话,1569
47,2,1,wxid_0mkad3zxhnsr22,1.50E+12,1569
3,2,1,,,1569
1,3,0,wxid_1252782525412,老鼠都在呀里12点出来偷食,1569
1,3,0,q32444005,浪,1569
1,2,1,浪,,1569
1,2,1,@我是如此想小心?真的嘛,,1569
3,3,0,kuaful,,1569
1,2,1,系统下线？,,1569
1,3,0,kuaful,嗯,1569
1,2,1,毕平也在啊,,1569
1,2,1,,,1569
1048625,2,1,"<msg><appmsgappid=""wxa77232e51741dee3""sdkver=""0""><title>Emoji&#x20;Title</title><des>Emoji&#x20;Description</des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>797015</totallen><attachid>0",0,1569
10000,2,0,你撤回了一条消息,,1569
47,3,0,kuaful,0,1569
1048625,2,1,"<msg><appmsgappid=""wxa77232e51741dee3""sdkver=""0""><title>Emoji&#x20;Title</title><des>Emoji&#x20;Description</des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>1048887</totallen><attachid>0",0,1569
1,3,0,kuaful,看了放松啊？,1569
1,3,0,kuaful,心,1569
1,2,1,还有2个小时,,1569
1,2,1,听说有人就要吃夜宵了？,,1569
1,2,1,老鼠都在呀里12点出来偷食老鼠都在呀里12点出来偷食,,1569
1,3,0,q32444005,老鼠都在呀里12点出来偷食老鼠都在呀里12点出来偷食,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,明如镜清如水？,1569
1048625,2,1,"<msg><appmsgappid=""wxa77232e51741dee3""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>516279</totallen><attachid>0",0,1569
1048625,2,1,"<msg><appmsgappid=""wxa77232e51741dee3""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>516279</totallen><attachid>0",0,1569
1,3,0,kuaful,全国支票影像交换系统（CIS）是支付系统开发中心成立后开发的第一个系统，于2006年12月18日投产试运行，2007年6月25日推广至全国。根据国务院令，2017年9月4日起CIS系统停止受理业务报文，支票影像交换业务纳入小额支付系统处理，9月8日CIS停止受理回执业务报文，结束历史使命。9月3日晚CIS总中心和32个分中心已完成业务权限变更，停止受理业务。,1569
1,3,0,kuaful,@我爱周星驰?令了没有？,1569
1,2,1,啊,,1569
1,3,0,kuaful,令哈子,1569
1,2,1,lang,,1569
1,2,1,听不懂你们说话了,,1569
1,3,0,kuaful,令，是一个动词,1569
1,3,0,kuaful,请深深体会和回味,1569
1,3,0,q32444005,不懂,1569
1,2,1,不懂,,1569
49,2,1,"<msg><appmsgappid=""wxd5b252a1660012b4""sdkver=""0""><title>我用滴滴叫出租，一键叫车，送你券，为随时随地接驾买单</title><des>国内最大智能出行平台，告别路边等车，随时随地出发，领券还能省不少钱！</des><username></username><action>view</action><type>5</type><showtype>0</showtype><content></content><url>http",//pay.xiaojukeji.com/veyron/market_entry/hbrob/gethongbao?id=412692803f4d7d382b0f7ce85a284161&amp;sign=667e540069ec3d672c8e3f91996a02fb&amp;lang=zh-CN</url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>0</totallen><attachid></attachid><cdnattachurl></cdnattachurl><emoticonmd5></emoticonmd5><aeskey></aeskey><fileext></fileext><islargefilemsg>0</islargefilemsg></appattach><extinfo></extinfo><androidsource>2</androidsource><thumburl></thumburl><mediatagname></mediatagname><messageaction><![CDATA[]]></messageaction><messageext><![CDATA[]]></messageext><emoticongift><packageflag>0</packageflag><packageid></packageid></emoticongift><emoticonshared><packageflag>0</packageflag><packageid></packageid></emoticonshared><designershared><designeruin>0</designeruin><designername>null</designername><designerrediretcturl>null</designerrediretcturl></designershared><emotionpageshared><tid>0</tid><title>null</title><desc>null</desc><iconUrl>null</iconUrl><secondUrl>null</secondUrl><pageType>0</pageType></emotionpageshared><webviewshared><shareUrlOriginal></shareUrlOriginal><shareUrlOpen></shareUrlOpen><jsAppId></jsAppId><publisherId></publisherId></webviewshared><template_id></template_id><md5></md5><weappinfo><username></username><appid></appid></weappinfo><statextstr>GhQKEnd4ZDViMjUyYTE2NjAwMTJiNA==</statextstr></appmsg></msg>,1569
436207665,2,1,"<msg><appmsgappid=""""sdkver=""""><des><![CDATA[我给你发了一个红包，赶紧去拆!祝：恭喜发财，大吉大利！]]></des><url><![CDATA[https",//wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000039501201709047003063124335]]></url><type><![CDATA[2001]]></type><title><![CDATA[微信红包]]></title><thumburl><![CDATA[http,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>张保重领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709047003063124335"">红包</_wc_custom_link_>",1569
1,2,1,保重早啊,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了哈哈哈的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709047003063124335&sign=&ver=0"">红包</_wc_custom_link_>",1569
1,3,0,q32444005,浪,1569
1,2,1,你慢了一步,,1569
1,2,1,再给你一次机会,,1569
436207665,2,1,"<msg><appmsgappid=""""sdkver=""""><des><![CDATA[我给你发了一个红包，赶紧去拆!祝：恭喜发财，大吉大利！]]></des><url><![CDATA[https",//wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000039501201709047002890013077]]></url><type><![CDATA[2001]]></type><title><![CDATA[微信红包]]></title><thumburl><![CDATA[http,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>张保重领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709047002890013077"">红包</_wc_custom_link_>",1569
1,3,0,wxid_1252782525412,浪费流量,1569
1,3,0,wxid_1252782525412,浪,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>姜海东领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709047002890013077"">红包</_wc_custom_link_>，你的红包已被领完",1569
1048625,2,1,wxid_0mkad3zxhnsr22,1.50E+12,1569
1,2,1,顺风没有,,1569
1,2,1,各位车主,,1569
1,3,0,q32444005,没的,1569
1,2,1,怎么丢,,1569
1,3,0,q32444005,早上太堵,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,我家附近的路,1569
3,3,0,q32444005,,1569
1,2,1,市中心,,1569
1,3,0,q32444005,一路过去，不是车祸就是施工,1569
1,2,1,拥挤的人潮,,1569
1,3,0,q32444005,看到外环两个字了吗,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,wxid_1252782525412,已上班多时,1569
1,2,1,外环是一环吧,,1569
48,2,1,"<msg><locationx=""30.42791748046875""y=""120.10885620117188""scale=""16""label=""余杭区高新农业示范中心西北""poiname=""[位置]""infourl=""""maptype=""0""/></msg>",,1569
1,2,1,@小心我来了?你下班太早,,1569
1,2,1,没有可比性,,1569
3,2,1,,,1569
3,3,0,q32444005,,1569
47,2,1,wxid_0mkad3zxhnsr22,1.50E+12,1569
3,2,1,,,1569
1,3,0,wxid_1252782525412,做呢,1569
1,3,0,kuaful,什么事情啊,1569
1,3,0,kuaful,宝宝,1569
1,3,0,kuaful,不逗,1569
1,3,0,kuaful,会上访呢,1569
1,3,0,kuaful,不是宝宝,1569
1,3,0,kuaful,是刁民,1569
1,2,1,浪,,1569
1,3,0,kuaful,总有刁民想害朕,1569
47,2,1,wxid_0mkad3zxhnsr22,1.50E+12,1569
3,3,0,q32444005,,1569
1,2,1,明天,,1569
1,2,1,为国足加油不,,1569
